"Jour","Mois","Titre","Catégorie","Stat","Difficulté","Temps","Coût","Objectif","Pourquoi","Instructions","Variante facile","Variante difficile","Récompense","Statut","Validé","Date de validation","Ressenti"
"319","Mois 11","Le jeûne de plaintes","Gestion des émotions","Discipline","8","1 journée","0 €","Passer une journée entière sans te plaindre une seule fois, à voix haute comme dans la rumination intérieure.","Se plaindre entretient le rôle de victime et nourrit l'impuissance. Une journée sans plainte rebranche ton cerveau sur les solutions et la responsabilité.","1. Au réveil, décide : zéro plainte aujourd'hui. 2. Chaque fois qu'une plainte monte, remplace-la par une action ou une acceptation. 3. Si tu craques, note l'heure et recommence le compteur sans culpabiliser.","Vise une demi-journée sans plainte verbale.","Tiens 48 heures, en traquant aussi les plaintes intérieures.","Tu sens à quel point la plainte est un réflexe, et à quel point t'en passer t'allège. Ton énergie se redirige vers ce que tu peux changer.","À venir","Non","",""
"320","Mois 11","La panne simulée","Résilience","Mental","8","24 h","0 €","Simuler en vrai une panne — couper internet et/ou n'utiliser que de l'argent liquide pendant 24 h — et improviser pour vivre ta journée sans tes automatismes.","La résilience ne se prouve pas sur papier, elle se prouve quand le confort disparaît. T'imposer une vraie privation contrôlée t'oblige à improviser, anticiper et te débrouiller comme le jour où ça arrivera pour de vrai.","1. Choisis ta panne : 24 h sans internet/data (mode avion, données coupées) **ou** 24 h en n'achetant qu'avec le liquide retiré la veille — ou les deux si tu oses. 2. Avant de couper, anticipe le strict nécessaire (itinéraires notés sur papier, contacts, liquide retiré), puis vis ta journée sans tricher. 3. Le soir, note chaque moment où tu as buté, comment tu as improvisé, et ce que ça révèle de ta dépendance.","Coupe une seule ressource pendant une demi-journée (un après-midi sans internet, ou une journée 100 % liquide).","Coupe internet **et** carte bancaire sur 24 h complètes, en assumant tous les imprévus sans filet numérique.","Tu découvres que tu sais fonctionner sans tes béquilles modernes. La peur de « et si ça lâchait ? » se transforme en « je saurais faire ».","À venir","Non","",""
"321","Mois 11","Le défi de l'inconnu total","Expériences nouvelles","Courage","8","60 min","0 €","Faire seul une activité que tu n'as jamais faite et qui t'intimide, sans préparation rassurante.","La résilience grandit dans l'inconnu. Te jeter dans une situation neuve sans tout maîtriser entraîne ta capacité à improviser et à rester calme dans le flou.","1. Choisis une activité nouvelle qui te met mal à l'aise (un cours d'essai, un lieu inconnu, une discipline jamais testée). 2. Vas-y seul, sans surpréparer ni chercher mille garanties. 3. Vis l'expérience pleinement et note ce que tu as découvert sur ta capacité à t'adapter.","Choisis une activité nouvelle mais dans un cadre encadré.","Choisis l'activité qui t'intimide le plus dans ta liste d'évitements.","Tu prouves que tu sais fonctionner sans tout contrôler. L'inconnu devient un terrain de jeu plutôt qu'une menace.","À venir","Non","",""
"322","Mois 11","Le pardon qui te libère","Relations","Mental","8","30 min","0 €","Choisir une rancune que tu traînes et décider consciemment de la déposer, pour toi et non pour l'autre.","Porter une rancune, c'est laisser une vieille blessure piloter ton présent. Pardonner n'excuse rien : ça te rend ta liberté émotionnelle et ta résilience.","1. Identifie une rancune qui te ronge encore. 2. Écris une lettre (que tu n'enverras pas) où tu dis tout, puis termine par « je choisis de poser ça ». 3. Relis-la, puis décide symboliquement de tourner la page (déchire-la, range-la, brûle-la en sécurité).","Commence par une rancune mineure et récente.","Travaille la blessure la plus profonde, en restant honnête sur ce qui reste à digérer.","Un poids que tu portais depuis des mois ou des années s'allège. Tu reprends l'énergie que la rancune te volait en silence.","À venir","Non","",""
"323","Mois 11","Agir sans l'envie","Discipline","Discipline","8","30 min","0 €","Choisir une tâche importante que tu repousses faute de motivation, et la faire précisément parce que tu n'en as pas envie — pour entraîner l'action découplée de l'humeur.","La résilience, c'est agir sans attendre d'en avoir envie. T'entraîner à passer à l'acte quand la motivation est à zéro forge le réflexe le plus précieux qui soit : faire quand même.","1. Repère une tâche qui compte mais que ton manque d'envie a fait reculer (un dossier, un appel, un rangement, un projet). 2. Utilise l'absence d'envie comme déclencheur : « pas envie » = signal de démarrer maintenant, pas excuse. 3. Note ton niveau d'envie avant, puis ce que ça change d'avoir agi sans l'attendre.","Démarre seulement les 5 premières minutes, puis décide si tu continues.","Enchaîne deux tâches que tu fuyais dans la même session, sans pause de fuite.","Tu démontres que ta discipline est plus forte que ton humeur. Cette preuve te rend fiable à tes propres yeux.","À venir","Non","",""
"324","Mois 11","Le journal de stress décodé","Apprentissage","Mental","8","35 min","0 €","Décoder ce qui te fait craquer en analysant tes 3 dernières montées de stress pour repérer le schéma déclencheur.","On ne peut pas gérer ce qu'on ne comprend pas. Identifier tes déclencheurs de stress te donne une longueur d'avance la prochaine fois qu'ils se présentent.","1. Note tes 3 derniers gros pics de stress ou de colère. 2. Pour chacun, repère le déclencheur exact, ta réaction et ce qui l'a apaisé. 3. Identifie le schéma récurrent et écris une stratégie de réponse pour la prochaine fois.","Analyse un seul épisode de stress en profondeur.","Tiens ce journal sur une semaine pour cartographier finement tes déclencheurs.","Tes réactions cessent d'être un mystère qui te submerge. Tu deviens l'observateur de ton stress au lieu d'en être l'esclave.","À venir","Non","",""
"325","Mois 11","Les 24 heures inconfortables","Sortie de zone de confort","Discipline","9","1 journée","0 €","Vivre une journée entière en choisissant systématiquement l'option la moins confortable mais la plus utile, du réveil au coucher.","La résilience se construit par accumulation de petits choix durs. Une journée de choix inconfortables enchaînés muscle ta volonté plus qu'une semaine ordinaire.","1. Au réveil, décide : aujourd'hui, à chaque carrefour, je prends l'option qui me forge, pas celle qui me détend. 2. Applique-le partout : se lever direct, escaliers, eau plutôt que soda, travail avant plaisir, vérité plutôt qu'esquive. 3. Le soir, compte combien de choix inconfortables tu as tenus.","Applique le principe sur une demi-journée.","Ajoute une contrainte forte (jeûne partiel léger, zéro écran de loisir).","Tu sens ta volonté comme un muscle chauffé à blanc. Tu finis la journée épuisé mais immensément fier.","À venir","Non","",""
"326","Mois 11","L'opinion clivante filmée","Sortie de zone de confort","Courage","9","20 min","0 €","Te filmer en défendant une opinion clivante que tu assumes vraiment, et l'envoyer à 3 personnes pour provoquer un vrai débat contradictoire.","Exposer une position tranchée, en vidéo, à des gens qui peuvent te contredire, c'est l'inverse de te cacher derrière le consensus. Tu apprends à tenir ta voix sous la contradiction sans t'effondrer ni te renier.","1. Choisis une opinion que tu crois vraiment mais que tu tais d'habitude par peur du conflit (société, valeurs, mode de vie — rien de haineux ni d'illégal). 2. Filme-toi 1 à 2 minutes en la défendant clairement, sans agressivité, en assumant le « je pense que ». 3. Envoie la vidéo à 3 personnes dont au moins une qui pense l'inverse, et engage le débat : écoute leurs contre-arguments jusqu'au bout avant de répondre.","Envoie la vidéo à 1 seule personne de confiance capable de te contredire honnêtement.","Choisis ton opinion la plus inconfortable à assumer et accepte un échange écrit où tu défends ta position point par point.","Tu cesses de diluer ta pensée pour plaire. Tenir une position face à la contradiction, c'est découvrir que ton identité ne se fissure pas quand on n'est pas d'accord avec toi.","À venir","Non","",""
"327","Mois 11","Le défi de la solitude choisie","Aventure","Mental","9","1/2 journée","0 €","Passer une demi-journée entière seul à l'extérieur, sans réseau ni distraction, pour t'appuyer uniquement sur toi-même.","Apprendre à se suffire à soi-même quelques heures est une épreuve de résilience profonde. Tu découvres que tu es une compagnie fiable et que tu sais te débrouiller seul.","1. Choisis un lieu (parc, forêt, ville inconnue) et préviens quelqu'un par sécurité. 2. Coupe tes notifications et passe une demi-journée seul, à marcher, observer, réfléchir. 3. Au retour, note ce que la solitude prolongée t'a révélé sur toi.","Passe 2 heures seul plutôt qu'une demi-journée.","Ajoute une micro-aventure (un itinéraire inconnu, un trajet jamais fait).","Tu cesses d'avoir besoin des autres pour te sentir entier. Cette autonomie intérieure est une force qui ne te quitte plus.","À venir","Non","",""
"328","Mois 11","Le grand ménage des excuses","Discipline","Mental","9","40 min","0 €","Lister toutes tes excuses récurrentes, les démonter une par une, et passer à l'action sur la plus paralysante aujourd'hui.","Les excuses sont le contraire de la résilience : elles te donnent une raison de ne pas te relever. Les exposer en pleine lumière leur retire leur pouvoir.","1. Écris les 5 excuses que tu utilises le plus (pas le temps, pas l'argent, pas prêt, trop tard, trop dur). 2. En face de chacune, écris la vérité brute qu'elle cache. 3. Choisis l'excuse la plus coûteuse et fais immédiatement un acte qui la contredit.","Démonte une seule excuse et agis dessus.","Démonte tes 5 excuses et pose une action concrète sur chacune cette semaine.","Tu te retires les béquilles que tu te tendais à toi-même. Sans excuses, il ne reste que ta capacité réelle — et elle est plus grande que tu croyais.","À venir","Non","",""
"329","Mois 11","Encaisser une critique de plein fouet","Social","Charisme","9","30 min","0 €","Demander à quelqu'un une critique honnête sur toi ou ton travail, l'écouter sans te défendre, et en garder le meilleur.","La résilience inclut la capacité à recevoir ce qui pique sans s'effondrer ni contre-attaquer. Solliciter une critique te désensibilise et te fait progresser d'un coup.","1. Choisis une personne lucide et bienveillante (pas un complaisant). 2. Demande : « Qu'est-ce que je gagnerais à améliorer chez moi ou dans ce que je fais ? » 3. Écoute en silence jusqu'au bout, remercie, et note les 2 retours les plus utiles.","Demande un retour sur un point précis et limité.","Demande la critique à plusieurs personnes et cherche le schéma commun.","Tu transformes la critique d'ennemie en alliée. Ne plus craindre les retours te rend libre de progresser sans fragilité d'ego.","À venir","Non","",""
